from_regime_id,from_name,to_regime_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_state,temporal_gap_years
delhi_sultanate,Delhi Sultanate,ilkhanate,Ilkhanate,displacement,2,,0,0,0,1,0,0,-270
delhi_sultanate,Delhi Sultanate,timurid_empire,Timurid Empire,displacement,2,,0,0,0,1,0,0,-156
ilkhanate,Ilkhanate,mughal_empire,Mughal Empire,displacement,2,,0,0,0,1,0,0,191
safavid_empire,Safavid Empire,mughal_empire,Mughal Empire,displacement,2,,0,0,0,1,0,0,-210
kingdom_of_france,Kingdom of France,kingdom_of_jerusalem,Kingdom of Jerusalem,displacement,2,,0,0,0,1,0,0,-693
kingdom_of_france,Kingdom of France,latin_empire,Latin Empire,displacement,2,,0,0,0,1,0,0,-588
kingdom_of_jerusalem,Kingdom of Jerusalem,angevin_empire,Angevin Empire,displacement,2,,0,0,0,1,0,0,-137
kingdom_of_jerusalem,Kingdom of Jerusalem,latin_empire,Latin Empire,displacement,2,,0,0,0,1,0,0,-87
teutonic_order,Teutonic Order (Monastic State),kalmar_union,Kalmar Union,displacement,2,,0,0,0,1,0,0,-128
teutonic_order,Teutonic Order (Monastic State),habsburg_monarchy,Habsburg Monarchy,displacement,2,,0,0,0,1,0,0,-87
kalmar_union,Kalmar Union,habsburg_monarchy,Habsburg Monarchy,displacement,2,,0,0,0,1,0,0,-85
kalmar_union,Kalmar Union,kingdom_of_prussia,Kingdom of Prussia,displacement,2,,0,0,0,1,0,0,178
novgorod_republic,Novgorod Republic,cossack_hetmanate,Cossack Hetmanate,displacement,2,,0,0,0,1,0,0,171
galicia_volhynia,Principality of Galicia-Volhynia,cossack_hetmanate,Cossack Hetmanate,displacement,2,,0,0,0,1,0,0,300
grand_duchy_of_lithuania,Grand Duchy of Lithuania,cossack_hetmanate,Cossack Hetmanate,displacement,2,,0,0,0,1,0,0,80
kingdom_of_great_britain,Kingdom of Great Britain,british_raj,British Raj,displacement,2,,0,0,0,1,0,0,57
nanda_empire,Nanda Empire,indo_scythian_kingdom,Indo-Scythian Kingdom,displacement,2,,0,0,0,1,0,0,122
buyid_dynasty,Buyid Dynasty,ghorid_dynasty,Ghorid Sultanate,displacement,2,,0,0,0,1,0,0,86
buyid_dynasty,Buyid Dynasty,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,273
ghorid_dynasty,Ghorid Sultanate,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,120
ghorid_dynasty,Ghorid Sultanate,jalayirid_sultanate,Jalayirid Sultanate,displacement,2,,0,0,0,1,0,0,120
ghorid_dynasty,Ghorid Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,192
madurai_sultanate,Madurai Sultanate,sur_empire,Sur Empire,displacement,2,,0,0,0,1,0,0,162
jalayirid_sultanate,Jalayirid Sultanate,sur_empire,Sur Empire,displacement,2,,0,0,0,1,0,0,108
jalayirid_sultanate,Jalayirid Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,292
malwa_sultanate,Malwa Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,-155
malwa_sultanate,Malwa Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,162
malwa_sultanate,Malwa Sultanate,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,189
jaunpur_sultanate,Jaunpur Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,-72
jaunpur_sultanate,Jaunpur Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,245
jaunpur_sultanate,Jaunpur Sultanate,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,272
gujarat_sultanate,Gujarat Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,151
gujarat_sultanate,Gujarat Sultanate,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,178
sur_empire,Sur Empire,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,168
sur_empire,Sur Empire,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,195
hyderabad_state,Nizam of Hyderabad,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,-197
rustamid_dynasty,Rustamid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,218
idrisid_dynasty,Idrisid Dynasty,tulunid_dynasty,Tulunid Dynasty,displacement,2,,0,0,0,1,0,0,-106
idrisid_dynasty,Idrisid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,153
aghlabid_dynasty,Aghlabid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,218
tulunid_dynasty,Tulunid Dynasty,zirid_dynasty,Zirid Dynasty,displacement,2,,0,0,0,1,0,0,67
tulunid_dynasty,Tulunid Dynasty,almoravid_dynasty,Almoravid Dynasty,displacement,2,,0,0,0,1,0,0,135
tulunid_dynasty,Tulunid Dynasty,almohad_caliphate,Almohad Caliphate,displacement,2,,0,0,0,1,0,0,216
ikhshidid_dynasty,Ikhshidid Dynasty,almoravid_dynasty,Almoravid Dynasty,displacement,2,,0,0,0,1,0,0,71
ikhshidid_dynasty,Ikhshidid Dynasty,almohad_caliphate,Almohad Caliphate,displacement,2,,0,0,0,1,0,0,152
ikhshidid_dynasty,Ikhshidid Dynasty,hafsid_dynasty,Hafsid Dynasty,displacement,2,,0,0,0,1,0,0,260
ikhshidid_dynasty,Ikhshidid Dynasty,marinid_dynasty,Marinid Dynasty,displacement,2,,0,0,0,1,0,0,275
zirid_dynasty,Zirid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,137
zirid_dynasty,Zirid Dynasty,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,267
almoravid_dynasty,Almoravid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,138
almoravid_dynasty,Almoravid Dynasty,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,268
almohad_caliphate,Almohad Caliphate,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,-142
almohad_caliphate,Almohad Caliphate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,146
almohad_caliphate,Almohad Caliphate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,235
zangid_atabegate,Zangid Atabegate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,165
zangid_atabegate,Zangid Atabegate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,254
zangid_atabegate,Zangid Atabegate,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,299
hafsid_dynasty,Hafsid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,-289
hafsid_dynasty,Hafsid Dynasty,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,-159
hafsid_dynasty,Hafsid Dynasty,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,-70
marinid_dynasty,Marinid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,-180
marinid_dynasty,Marinid Dynasty,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,138
ifat_sultanate,Ifat Sultanate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,89
ifat_sultanate,Ifat Sultanate,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,134
ifat_sultanate,Ifat Sultanate,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,188
ifat_sultanate,Ifat Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,216
adal_sultanate,Adal Sultanate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,-73
adal_sultanate,Adal Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,54
funj_sultanate,Funj Sultanate,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,-272
funj_sultanate,Funj Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,-190
saadian_dynasty,Saadian Dynasty,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,-56
saadian_dynasty,Saadian Dynasty,mahdist_state,Mahdist State,displacement,2,,0,0,0,1,0,0,226
darfur_sultanate,Darfur Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,-285
kara_khanid_khanate,Kara-Khanid Khanate,kazan_khanate,Kazan Khanate,displacement,2,,0,0,0,1,0,0,226
moghulistan,Moghulistan Khanate,khanate_of_kokand,Khanate of Kokand,displacement,2,,0,0,0,1,0,0,247
kazan_khanate,Kazan Khanate,khanate_of_bukhara,Khanate of Bukhara,displacement,2,,0,0,0,1,0,0,-52
kazan_khanate,Kazan Khanate,khanate_of_kokand,Khanate of Kokand,displacement,2,,0,0,0,1,0,0,157
khanate_of_bukhara,Khanate of Bukhara,yarkand_khanate,Yarkand Khanate,displacement,2,,0,0,0,1,0,0,-271
khanate_of_khiva,Khanate of Khiva,yarkand_khanate,Yarkand Khanate,displacement,2,,0,0,0,1,0,0,-406
byzantine_empire,Byzantine Empire,ottoman_empire,Ottoman Empire,expansion,2,anatolia|balkans,2,0,0,0,0,0,-154
croatian_kingdom,Croatian Kingdom,latin_empire,Latin Empire,expansion,2,balkans,1,0,0,0,1,0,102
serbian_empire,Serbian Empire (Nemanjić Dynasty),latin_empire,Latin Empire,expansion,2,balkans,1,0,1,0,0,0,-185
kingdom_of_bohemia,Kingdom of Bohemia,holy_roman_empire,Holy Roman Empire,expansion,2,bohemia,1,0,0,0,1,0,-564
kingdom_of_england,Kingdom of England,angevin_empire,Angevin Empire,expansion,2,britannia,1,0,0,0,1,0,-553
kingdom_of_urartu,Kingdom of Urartu,median_kingdom,Median Kingdom,expansion,2,caucasus,1,0,0,0,1,0,-88
kingdom_of_armenia,Kingdom of Armenia,sassanid_empire,Sassanid Empire,expansion,2,caucasus,1,0,0,0,1,0,-204
kara_khanid_khanate,Kara-Khanid Khanate,golden_horde,Golden Horde,expansion,2,central_asian_steppe,1,0,0,0,0,0,30
western_xia,Western Xia (Tangut Empire),qara_khitai,Qara Khitai (Western Liao),expansion,2,central_asian_steppe,1,0,0,0,1,0,-103
western_xia,Western Xia (Tangut Empire),mongol_empire,Mongol Empire,expansion,2,central_asian_steppe,1,0,0,0,0,0,-21
western_xia,Western Xia (Tangut Empire),golden_horde,Golden Horde,expansion,2,central_asian_steppe,1,0,0,0,0,0,15
qara_khitai,Qara Khitai (Western Liao),golden_horde,Golden Horde,expansion,2,central_asian_steppe,1,0,0,0,0,0,24
yarkand_khanate,Yarkand Khanate,russian_empire,Russian Empire,expansion,2,central_asian_steppe,1,0,0,0,0,0,16
dzungar_khanate,Dzungar Khanate,russian_empire,Russian Empire,expansion,2,central_asian_steppe,1,0,0,0,0,0,-34
mysore_kingdom,Mysore Kingdom,republic_of_india,Republic of India,expansion,2,deccan,1,0,0,0,1,0,148
palmyrene_empire,Palmyrene Empire,roman_empire_christian,Roman Empire (Christian),expansion,2,egypt|levant,2,0,0,0,0,0,107
palmyrene_empire,Palmyrene Empire,byzantine_empire,Byzantine Empire,expansion,2,egypt|levant,2,0,0,0,0,0,122
pala_empire,Pala Empire,ghorid_dynasty,Ghorid Sultanate,expansion,2,ganges_plain,1,0,1,0,0,0,-52
sena_dynasty,Sena Dynasty,delhi_sultanate,Delhi Sultanate,expansion,2,ganges_plain,1,0,0,0,0,0,-24
gajapati_dynasty,Gajapati Dynasty (Odisha),mughal_empire,Mughal Empire,expansion,2,ganges_plain,1,0,0,0,0,0,-15
kingdom_of_hungary,Kingdom of Hungary,habsburg_monarchy,Habsburg Monarchy,expansion,2,hungary,1,0,0,0,1,0,-88
visigothic_kingdom,Visigothic Kingdom,umayyad_caliphate,Umayyad Caliphate,expansion,2,iberia,1,0,0,0,0,0,-50
kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,hephthalite_empire,Hephthalite Empire,expansion,2,indus_valley|khorasan,2,0,0,0,0,0,75
pratihara_dynasty,Pratihara Dynasty,ghaznavid_empire,Ghaznavid Empire,expansion,2,indus_valley|punjab,2,0,0,0,0,0,-59
abbasid_caliphate,Abbasid Caliphate,mongol_empire,Mongol Empire,expansion,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-52
buyid_dynasty,Buyid Dynasty,mongol_empire,Mongol Empire,expansion,2,iran_plateau|mesopotamia,2,0,0,0,0,0,144
jalayirid_sultanate,Jalayirid Sultanate,safavid_empire,Safavid Empire,expansion,2,iran_plateau|mesopotamia,2,0,0,0,0,0,69
ryukyu_kingdom,Ryukyu Kingdom,empire_of_japan,Empire of Japan (Meiji),expansion,2,japanese_archipelago,1,0,0,0,0,0,-11
hephthalite_empire,Hephthalite Empire,umayyad_caliphate,Umayyad Caliphate,expansion,2,khorasan|transoxiana,2,0,0,0,0,0,96
samanid_empire,Samanid Empire,ghorid_dynasty,Ghorid Sultanate,expansion,2,khorasan,1,0,1,0,0,0,149
saffarid_dynasty,Saffarid Dynasty,ghaznavid_empire,Ghaznavid Empire,expansion,2,khorasan,1,0,0,0,0,0,-26
ghaznavid_empire,Ghaznavid Empire,mongol_empire,Mongol Empire,expansion,2,khorasan,1,0,0,0,0,0,20
ghorid_dynasty,Ghorid Sultanate,ilkhanate,Ilkhanate,expansion,2,khorasan,1,0,0,0,0,0,41
tsardom_russia,Tsardom of Russia,polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,expansion,2,kievan_rus,1,0,1,0,0,0,-152
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",seleucid_empire,Seleucid Empire,expansion,2,levant,1,0,0,0,0,0,20
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",ptolemaic_egypt,Ptolemaic Kingdom,expansion,2,levant,1,0,0,0,0,0,27
kingdom_of_judah,Kingdom of Judah,achaemenid_empire,Achaemenid Empire,expansion,2,levant,1,0,0,0,0,0,36
kingdom_of_jerusalem,Kingdom of Jerusalem,mamluk_sultanate,Mamluk Sultanate,expansion,2,levant,1,0,0,0,0,0,-41
old_babylonian,Old Babylonian Empire,mitanni_empire,Mitanni Empire,expansion,2,mesopotamia,1,0,0,0,1,0,95
lakhmid_kingdom,Lakhmid Kingdom,rashidun_caliphate,Rashidun Caliphate,expansion,2,mesopotamia,1,0,0,0,0,0,30
zangid_atabegate,Zangid Atabegate,mongol_empire,Mongol Empire,expansion,2,mesopotamia,1,0,0,0,0,0,-44
numidia,Kingdom of Numidia,roman_empire_pagan,Roman Empire (Pagan),expansion,2,north_africa,1,0,0,0,0,0,19
kingdom_of_prussia,Kingdom of Prussia,russian_empire,Russian Empire,expansion,2,poland,1,0,1,0,0,0,-197
sikh_empire,Sikh Empire,pakistan,Pakistan,expansion,2,punjab,1,0,1,0,0,0,98
sikh_empire,Sikh Empire,republic_of_india,Republic of India,expansion,2,punjab,1,0,1,0,0,0,98
kingdom_of_scotland,Kingdom of Scotland,united_kingdom,United Kingdom of Great Britain and Ireland,expansion,2,scotland,1,0,1,0,0,0,94
khwarazmian_empire,Khwarazmian Empire,mongol_empire,Mongol Empire,expansion,2,transoxiana,1,0,0,0,0,0,-14
khanate_of_kokand,Khanate of Kokand,soviet_union,Soviet Union,expansion,2,transoxiana,1,0,0,0,0,0,46
southern_song,Southern Song Dynasty,mongol_empire,Mongol Empire,expansion,2,yangtze,1,0,1,0,0,0,-73
xiongnu,Xiongnu Confederation,hunnic_empire,Hunnic Empire,expansion,2,,0,0,0,1,0,0,257
samanid_empire,Samanid Empire,ilkhanate,Ilkhanate,expansion,2,,0,0,0,1,0,0,257
rustamid_dynasty,Rustamid Dynasty,almohad_caliphate,Almohad Caliphate,expansion,2,,0,0,0,1,0,0,212
aghlabid_dynasty,Aghlabid Dynasty,almohad_caliphate,Almohad Caliphate,expansion,2,,0,0,0,1,0,0,212
abbasid_caliphate,Abbasid Caliphate,ottoman_empire,Ottoman Empire,expansion,2,,0,0,0,0,1,0,41
first_bulgarian_empire,First Bulgarian Empire,croatian_kingdom,Croatian Kingdom,same,2,balkans,1,0,1,0,0,0,-93
principality_of_wallachia,Principality of Wallachia,serbian_despotate,Serbian Despotate,same,2,balkans,1,0,0,0,1,0,-457
principality_of_moldavia,Principality of Moldavia,serbian_despotate,Serbian Despotate,same,2,balkans,1,0,0,0,1,0,-457
kingdom_of_greece,Kingdom of Greece,kingdom_of_romania,Kingdom of Romania,same,2,balkans,1,0,0,0,1,0,-92
avar_khaganate,Avar Khaganate,uyghur_khaganate,Uyghur Khaganate,same,2,central_asian_steppe,1,0,1,0,0,0,-60
kara_khanid_khanate,Kara-Khanid Khanate,qara_khitai,Qara Khitai (Western Liao),same,2,central_asian_steppe|transoxiana,2,0,0,0,0,0,-88
pandya_dynasty,Pandya Dynasty,vakataka_dynasty,Vakataka Dynasty,same,2,deccan,1,0,0,0,1,0,-1095
pandya_dynasty,Pandya Dynasty,yadava_dynasty,Yadava Dynasty (Devagiri),same,2,deccan,1,0,0,0,1,0,-495
chola_empire,Chola Empire,vakataka_dynasty,Vakataka Dynasty,same,2,deccan,1,0,0,0,1,0,-1029
chola_empire,Chola Empire,yadava_dynasty,Yadava Dynasty (Devagiri),same,2,deccan,1,0,0,0,1,0,-429
chera_dynasty,Chera Dynasty,vakataka_dynasty,Vakataka Dynasty,same,2,deccan,1,0,0,0,1,0,-852
chera_dynasty,Chera Dynasty,yadava_dynasty,Yadava Dynasty (Devagiri),same,2,deccan,1,0,0,0,1,0,-252
vakataka_dynasty,Vakataka Dynasty,pallava_dynasty,Pallava Dynasty,same,2,deccan,1,0,0,0,1,0,-225
vakataka_dynasty,Vakataka Dynasty,kadamba_dynasty,Kadamba Dynasty,same,2,deccan,1,0,0,0,1,0,-155
yadava_dynasty,Yadava Dynasty (Devagiri),kakatiya_dynasty,Kakatiya Dynasty,same,2,deccan,1,0,0,0,1,0,-234
yadava_dynasty,Yadava Dynasty (Devagiri),madurai_sultanate,Madurai Sultanate,same,2,deccan,1,0,0,0,0,0,18
yadava_dynasty,Yadava Dynasty (Devagiri),bahmani_sultanate,Bahmani Sultanate,same,2,deccan,1,0,0,0,0,0,30
yadava_dynasty,Yadava Dynasty (Devagiri),mysore_kingdom,Mysore Kingdom,same,2,deccan,1,0,0,0,1,0,82
hoysala_dynasty,Hoysala Empire,madurai_sultanate,Madurai Sultanate,same,2,deccan,1,0,0,0,0,0,-11
kakatiya_dynasty,Kakatiya Dynasty,madurai_sultanate,Madurai Sultanate,same,2,deccan,1,0,0,0,0,0,12
kakatiya_dynasty,Kakatiya Dynasty,bahmani_sultanate,Bahmani Sultanate,same,2,deccan,1,0,0,0,0,0,24
madurai_sultanate,Madurai Sultanate,vijayanagara_empire,Vijayanagara Empire,same,2,deccan,1,0,0,0,0,0,-42
madurai_sultanate,Madurai Sultanate,mysore_kingdom,Mysore Kingdom,same,2,deccan,1,0,0,0,0,0,21
mysore_kingdom,Mysore Kingdom,maratha_empire,Maratha Empire,same,2,deccan,1,0,0,0,1,0,-125
byzantine_empire,Byzantine Empire,rashidun_caliphate,Rashidun Caliphate,same,2,egypt|levant,2,0,0,0,0,0,-821
kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,gupta_empire,Gupta Empire,same,2,indus_valley,1,0,0,0,0,0,-45
jalayirid_sultanate,Jalayirid Sultanate,kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),same,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-58
hotak_dynasty,Hotak Dynasty,qajar_dynasty,Qajar Dynasty,same,2,iran_plateau|khorasan,2,0,0,0,0,0,58
feudal_japan,Feudal Japan,ryukyu_kingdom,Ryukyu Kingdom,same,2,japanese_archipelago,1,0,1,0,0,0,-174
novgorod_republic,Novgorod Republic,grand_duchy_moscow,Grand Duchy of Moscow,same,2,kievan_rus,1,0,0,0,1,0,-195
novgorod_republic,Novgorod Republic,tsardom_russia,Tsardom of Russia,same,2,kievan_rus,1,0,0,0,1,0,69
galicia_volhynia,Principality of Galicia-Volhynia,grand_duchy_moscow,Grand Duchy of Moscow,same,2,kievan_rus,1,0,0,0,1,0,-66
zangid_atabegate,Zangid Atabegate,jalayirid_sultanate,Jalayirid Sultanate,same,2,mesopotamia,1,0,0,0,1,0,85
carthage,Carthage (Phoenician City-State),numidia,Kingdom of Numidia,same,2,north_africa,1,0,1,0,0,0,-56
makuria_kingdom,Kingdom of Makuria,solomonic_dynasty,Ethiopian Empire (Solomonic),same,2,nubia,1,0,1,0,0,0,-94
polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,kingdom_of_prussia,Kingdom of Prussia,same,2,poland,1,0,1,0,0,0,-94
pratihara_dynasty,Pratihara Dynasty,ghorid_dynasty,Ghorid Sultanate,same,2,punjab,1,0,1,0,0,0,112
liao_dynasty,Liao Dynasty (Khitan),northern_song,Northern Song Dynasty,same,2,yellow_river,1,0,1,0,0,0,-165
empire_of_japan,Empire of Japan (Meiji),republic_of_china,Republic of China,same,2,,0,0,1,0,0,0,-35
vakataka_dynasty,Vakataka Dynasty,rashtrakuta_dynasty,Rashtrakuta Dynasty,same,2,,0,0,0,1,0,0,253
ilkhanate,Ilkhanate,safavid_empire,Safavid Empire,same,2,,0,0,0,1,0,0,166
buyid_dynasty,Buyid Dynasty,jalayirid_sultanate,Jalayirid Sultanate,same,2,,0,0,0,1,0,0,273
byzantine_empire,Byzantine Empire,seljuk_rum,Sultanate of Rum,contraction,1,anatolia,1,0,0,0,0,0,-376
byzantine_empire,Byzantine Empire,aq_qoyunlu,Aq Qoyunlu (White Sheep Turkmen),contraction,1,anatolia,1,0,0,0,0,0,-75
byzantine_empire,Byzantine Empire,croatian_kingdom,Croatian Kingdom,contraction,1,balkans,1,0,0,0,0,0,-528
ottoman_empire,Ottoman Empire,principality_of_moldavia,Principality of Moldavia,contraction,1,balkans,1,0,0,0,0,0,-576
ottoman_empire,Ottoman Empire,bosnian_kingdom,Bosnian Kingdom,contraction,1,balkans,1,0,0,0,0,0,-545
ottoman_empire,Ottoman Empire,serbian_despotate,Serbian Despotate,contraction,1,balkans,1,0,0,0,0,0,-520
ottoman_empire,Ottoman Empire,kingdom_of_greece,Kingdom of Greece,contraction,1,balkans,1,0,0,0,0,0,-90
khazar_khaganate,Khazar Khaganate,bagratid_armenia,Bagratid Armenia,contraction,1,caucasus,1,0,0,0,0,0,-84
ottoman_empire,Ottoman Empire,safavid_empire,Safavid Empire,contraction,1,caucasus,1,0,0,0,0,0,-421
ottoman_empire,Ottoman Empire,russian_empire,Russian Empire,contraction,1,caucasus,1,0,0,0,0,0,-201
goktürk_khaganate,Göktürk Khaganate,tibetan_empire,Tibetan Empire,contraction,1,central_asian_steppe,1,0,0,0,0,0,-126
avar_khaganate,Avar Khaganate,tibetan_empire,Tibetan Empire,contraction,1,central_asian_steppe,1,0,0,0,0,0,-186
kara_khanid_khanate,Kara-Khanid Khanate,western_xia,Western Xia (Tangut Empire),contraction,1,central_asian_steppe,1,0,0,0,0,0,-174
mongol_empire,Mongol Empire,kazakh_khanate,Kazakh Khanate,contraction,1,central_asian_steppe,1,0,0,0,0,0,97
mongol_empire,Mongol Empire,yarkand_khanate,Yarkand Khanate,contraction,1,central_asian_steppe,1,0,0,0,0,0,146
chagatai_khanate,Chagatai Khanate,kazakh_khanate,Kazakh Khanate,contraction,1,central_asian_steppe,1,0,0,0,0,0,118
mughal_empire,Mughal Empire,maratha_empire,Maratha Empire,contraction,1,deccan,1,0,0,0,0,0,-183
ottoman_empire,Ottoman Empire,kingdom_of_egypt,Kingdom of Egypt,contraction,1,egypt,1,0,0,0,0,0,-117
abbasid_caliphate,Abbasid Caliphate,aq_qoyunlu,Aq Qoyunlu (White Sheep Turkmen),contraction,1,iran_plateau,1,0,0,0,0,0,120
kushan_empire,Kushan Empire,sassanid_empire,Sassanid Empire,contraction,1,khorasan,1,0,0,0,0,0,-151
durrani_empire,Durrani Empire,pahlavi_dynasty,Pahlavi Dynasty,contraction,1,khorasan,1,0,0,0,0,0,99
grand_duchy_of_lithuania,Grand Duchy of Lithuania,grand_duchy_moscow,Grand Duchy of Moscow,contraction,1,kievan_rus,1,0,0,0,0,0,-286
golden_horde,Golden Horde,grand_duchy_moscow,Grand Duchy of Moscow,contraction,1,kievan_rus,1,0,0,0,0,0,-219
goguryeo,Goguryeo,baekje,Baekje,contraction,1,korean_peninsula,1,0,0,0,0,0,-686
new_kingdom_egypt,New Kingdom Egypt,mitanni_empire,Mitanni Empire,contraction,1,levant,1,0,0,0,0,0,-430
mitanni_empire,Mitanni Empire,phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",contraction,1,levant,1,0,0,0,0,0,100
seleucid_empire,Seleucid Empire,hasmonean_dynasty,Hasmonean Dynasty,contraction,1,levant,1,0,0,0,0,0,-77
ptolemaic_egypt,Ptolemaic Kingdom,hasmonean_dynasty,Hasmonean Dynasty,contraction,1,levant,1,0,0,0,0,0,-110
abbasid_caliphate,Abbasid Caliphate,kingdom_of_jerusalem,Kingdom of Jerusalem,contraction,1,levant,1,0,0,0,0,0,-159
fatimid_caliphate,Fatimid Caliphate,kingdom_of_jerusalem,Kingdom of Jerusalem,contraction,1,levant,1,0,0,0,0,0,-72
ikhshidid_dynasty,Ikhshidid Dynasty,kingdom_of_jerusalem,Kingdom of Jerusalem,contraction,1,levant,1,0,0,0,0,0,130
parthian_empire,Parthian Empire (Arsacid),lakhmid_kingdom,Lakhmid Kingdom,contraction,1,mesopotamia,1,0,0,0,0,0,76
sassanid_empire,Sassanid Empire,lakhmid_kingdom,Lakhmid Kingdom,contraction,1,mesopotamia,1,0,0,0,0,0,-351
roman_republic,Roman Republic,numidia,Kingdom of Numidia,contraction,1,north_africa,1,0,0,0,0,0,-175
byzantine_empire,Byzantine Empire,rustamid_dynasty,Rustamid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-677
byzantine_empire,Byzantine Empire,idrisid_dynasty,Idrisid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-665
byzantine_empire,Byzantine Empire,aghlabid_dynasty,Aghlabid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-653
abbasid_caliphate,Abbasid Caliphate,rustamid_dynasty,Rustamid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-482
abbasid_caliphate,Abbasid Caliphate,idrisid_dynasty,Idrisid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-470
abbasid_caliphate,Abbasid Caliphate,aghlabid_dynasty,Aghlabid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-458
abbasid_caliphate,Abbasid Caliphate,zirid_dynasty,Zirid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-286
abbasid_caliphate,Abbasid Caliphate,almoravid_dynasty,Almoravid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-218
fatimid_caliphate,Fatimid Caliphate,almoravid_dynasty,Almoravid Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-131
ottoman_empire,Ottoman Empire,saadian_dynasty,Saadian Dynasty,contraction,1,north_africa,1,0,0,0,0,0,-373
ottoman_empire,Ottoman Empire,alawite_dynasty,Alawite Dynasty (Morocco),contraction,1,north_africa,1,0,0,0,0,0,-291
